"ASV","SpearmanRho","pValue","Occurrence","OccurrencePct","Kingdom","Phylum","Class","Order","Family","Genus","Species","CalcifierGeneral","CalcifierLarval","CalcifierAdult","StructureLarval","StructureAdult","MineralForm","PlanktonicLifeHistory","Removal","Description"
"1029",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1143",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1151",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1182",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1204",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Mollusca","Gastropoda","Neogastropoda","Olividae","Olivella","Olivella baetica","Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Whelks and predatory snails"
"1205",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1224",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Blepharipodidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"1249",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1277",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1306",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1369",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1406",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1423",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1441",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1483",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1618",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1720",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1834",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1835",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1882",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1991",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2021",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2087",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2088",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2089",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2106",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2219",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2255",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2386",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2444",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2489",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2546",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2602",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2687",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Blepharipodidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"2719",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2803",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2910",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2911",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2912",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"3039",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"3082",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"3083",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3133",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3237",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Mollusca","Gastropoda","Neogastropoda","Nassariidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Whelks and predatory snails"
"3337",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"3395",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3450",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3451",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3452",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3582",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3706",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3707",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3877",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3878",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4044",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"4139",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"4595",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lysmata","Lysmata californica","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"5046",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"5195",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus bellus","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"5339",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Lepadidae","Lepadidae",NA,NA,"Yes","Variable","Yes","External shell","External shell","Chitin + Calcium","Meroplanktonic","No","Goose barnacles"
"5481",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa","Pinnixa occidentalis","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"5782",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Balanidae","Balanus","Balanus trigonus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"6135",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Blepharipodidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"6136",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"6138",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Halitholus","Halitholus sp. PS_2018","No","No","No","None","None","None","Benthic + Holoplanktonic","No","Colonial hydroids and small medusae"
"6139",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Mollusca","Bivalvia","Mytilida","Modiolidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Mussels"
"6140",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Mollusca","Gastropoda","Neogastropoda","Olividae","Callianax","Callianax biplicata","Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Whelks and predatory snails"
"6141",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Cancridae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"6334",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Mollusca","Gastropoda","Littorinimorpha","Naticidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Periwinkles and related snails"
